grant_source,grantee,grant_date,grant_token_address,grant_amount,grant_name,grant_round,grant_type,grant_category,grant_distribution,grant_blockchain,dune_namespaces,dashboard_link,information_link
Optimism Collective,EUROe � A MiCA-compliant euro stablecoin,8/16/2023,0x4200000000000000000000000000000000000042,44500,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6388174495761412
Optimism Collective,http://gashawk.io/,8/16/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39236545934980094
Optimism Collective,Grindery Delight,8/16/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-564118893844912
Optimism Collective,"growthepie OP Stack Metrics, Blockspace & Developer�s Resources",8/16/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39058541725517215
Optimism Collective,Hamster,8/16/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6041417980868986
Optimism Collective,"Integrating Optimism in SafeSwap, atomic swap bridge for native tokens",8/16/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-16476408930919728
Optimism Collective,Locksmith Wallet & Smart Contracts,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8035332025592417
Optimism Collective,OnlyDust,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6225720466674716
Optimism Collective,Optimism Solidity Survivor Bootcamp,8/16/2023,0x4200000000000000000000000000000000000042,32123,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6305100104213606
Optimism Collective,Solid Grinder : smart contract CLI to do gas optimization on Optimism,8/16/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-14817603934853052
Optimism Collective,Upnode Deploy Revised,8/16/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5705679072018564
Optimism Collective,AnyTx Explorer for Optimism,8/16/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 14,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-037501910272004224
Optimism Collective,OKcontract ABI2UI,8/16/2023,0x4200000000000000000000000000000000000042,90000,Season 4 - Cycle 14,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2222165204079123
Optimism Collective,Hedgehog Protocol,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-781875301575714
Optimism Collective,Ocean Protocol for AI on Optimism,9/20/2023,0x4200000000000000000000000000000000000042,38000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7976798372220861
Optimism Collective,Reputation & Roles,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-23303127376120303
Optimism Collective,Station Labs | A new meta for activating and engaging smart accounts,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8575536123758014
Optimism Collective,viaPrize,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7482769025043443
Optimism Collective,Immunefi Bug Bounty Program for Protocols building on Optimism,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-6599670971221563
Optimism Collective,Kwenta Referral Program,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-5311906072594612
Optimism Collective,LYRA V2,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"lyra,layer3_lyra,lyra_avalon,lyra_newport,lyra_v1",,https://app.charmverse.io/op-grants/page-8973550421901375
Optimism Collective,"Blocknative Open Transaction Explorer with Optimism L2 mainnet support | RFG-1
",9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-3483779137072336
Optimism Collective,seal: UI for smart contracts,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-27099331034968377
Optimism Collective,[RFG-3] Trail of Bits Security Reviews,9/20/2023,0x4200000000000000000000000000000000000042,400000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5155094715852848
Optimism Collective,LlamaNodes | High-Performant & Cost-Effective RPCs,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-0012423812683026725
Optimism Collective,FHE x OP,9/20/2023,0x4200000000000000000000000000000000000042,11000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2764105307198814
Optimism Collective,Shapley Values,9/20/2023,0x4200000000000000000000000000000000000042,11000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7735850863654088
Optimism Collective,Tokenbound: Tooling for 6551,9/20/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39047688783064927
Optimism Collective,Compete Guide To Cross Chain / Rollup Interoperability,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6494402652772964
Optimism Collective,Cross-chain interoperability research,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2498144202521042
Optimism Collective,Beefy - Universal Zap,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"beefy,beefy_finance",,https://app.charmverse.io/op-grants/page-11504029675210492
Optimism Collective,"DRPC - a more affordable, cost-efficient, and scalable RPC solution for Optimism",9/20/2023,0x4200000000000000000000000000000000000042,75000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-021194932007580602
Optimism Collective,Lemon Cash Grant Proposal,9/20/2023,0x4200000000000000000000000000000000000042,80000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-0751418438700624
Optimism Collective,Velodrome Finance,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"velodrome,velodrome_v2",,https://app.charmverse.io/op-grants/page-04321665122632923
Optimism Collective,Africa Founder Residency,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5705466835310178
Optimism Collective,Autonomous World Ecosystem - AW House (Cycle 15),9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7215315141818317
Optimism Collective,Breadcrumbs.app,9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-9658342917491014
Optimism Collective,Harberger Tax implementation & EIP Draft,9/20/2023,0x4200000000000000000000000000000000000042,19500,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-4531848727548431
Optimism Collective,Infinity Wallet - Builder Cycle 15,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-11908812258760593
Optimism Collective,Inheriti� Data Backup and Digital Inheritance Solution,9/20/2023,0x4200000000000000000000000000000000000042,28000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-958486149785867
Optimism Collective,MultiBaas blockchain middleware,9/20/2023,0x4200000000000000000000000000000000000042,33000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7416874939270843
Optimism Collective,Onboarding Brazilian Developers,9/20/2023,0x4200000000000000000000000000000000000042,39200,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-007115651760448705
Optimism Collective,Scalind - OP Chains constructor,9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5043319536236994
Optimism Collective,Soldeer,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6940426090315701
Optimism Collective,Superchain Resolver: Manage ENS Records on OP Chains (storage proofs),9/20/2023,0x4200000000000000000000000000000000000042,34000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2502347076963445
Optimism Collective,MultiBaas historical data,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-4678452668524904
Optimism Collective,[RFG-3] Sherlock Audits,9/20/2023,0x4200000000000000000000000000000000000042,200000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8451256064211878
Optimism Collective,Cantina.xyx and Spearbit Labs: RFG-3,9/20/2023,0x4200000000000000000000000000000000000042,400000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-06581358639748647
Optimism Collective,Identity Fusion in the Optimism Ecosystem,9/20/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6729876631574907
Optimism Collective,Metagov,9/20/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-19870254990933112
Optimism Collective,Latruite.eth: Create and maintain the �Optimism Vision Reservoir�,7/12/2023,0x4200000000000000000000000000000000000042,4000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-create-and-maintain-the-optimism-vision-reservoir/6102
Optimism Collective,Ethereum Mexico: Rumbo optimista: hacia Ethereum Mexico,7/12/2023,0x4200000000000000000000000000000000000042,5800,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-rumbo-optimista-hacia-ethereum-mexico-the-event-optimistic-road-in-the-way-to-ethereum-mexico-the-event/6179
Optimism Collective,The RetroPGF Podcast,7/12/2023,0x4200000000000000000000000000000000000042,8000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-the-retropgf-podcast/6182
Optimism Collective,LimeChain: Extend the L1Block contract to store historical block hash da,7/12/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-extend-the-l1block-contract-to-store-historical-block-hash-data/6103
Optimism Collective,Delegate Corner,7/12/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-delegate-corner-podcast-mission-proposal/6058
Optimism Collective,Solow: Spread Optimistic values accross Latam with Solow,7/12/2023,0x4200000000000000000000000000000000000042,15720,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-spread-optimistic-values-accross-latam-with-solow/6174
Optimism Collective,"H.E.R., LatAm: Optimistic Womxn Shinning in Blockchain",7/12/2023,0x4200000000000000000000000000000000000042,15761,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-optimistic-womxn-shining-in-blockchain/6140
Optimism Collective,Bankless Academy: Multi-lingual Lesson on Optimism Governance,7/12/2023,0x4200000000000000000000000000000000000042,34000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-multi-lingual-lesson-on-optimism-governance-by-bankless-academy/6134
Optimism Collective,Espacio Cripto: Let�s take the Optimistic Vision to LATAM,7/12/2023,0x4200000000000000000000000000000000000042,45600,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-lets-take-the-optimistic-vision-to-latam-with-espacio-cripto/6157
Optimism Collective,Dappnode: Future-proofing UI/UX of OP nodes,7/12/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-dappnode-future-proofing-ui-ux-of-op-nodes/6189
Optimism Collective,Cryptoversidad Team: Develop the most relevant and aligned audiovisual content for the Optimism Collective,7/12/2023,0x4200000000000000000000000000000000000042,55000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-develop-the-most-relevant-and-aligned-audiovisual-content-for-the-optimism-collective/6153
Optimism Collective,Spearbit + Immunefi: Bug Bounty Program for Large Protocols Building on Optimism,7/12/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 13 - Intent 1,4,request,growth,vesting,optimism,,,https://gov.optimism.io/t/final-spearbit-immunefi-bug-bounty-program-for-large-protocols-building-on-optimism/6187
Optimism Collective,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,7/12/2023,0x4200000000000000000000000000000000000042,60000,Season 4 - Cycle 13 - Intent 1,4,request,growth,vesting,optimism,,,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141
Optimism Collective,DAOStar: Governance standards for the Optimism ecosystem,7/12/2023,0x4200000000000000000000000000000000000042,67500,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-daostar-governance-standards-for-the-optimism-ecosystem/6181
Optimism Collective,Bankless DAO: Global Campaign to spread the Optimistic vision,7/12/2023,0x4200000000000000000000000000000000000042,70395,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-banklessdao-s-global-campaign-to-spread-the-optimistic-vision/6113
Optimism Collective,OPdelegate.com ,7/12/2023,0x4200000000000000000000000000000000000042,85000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-opdelegate-com/6176
Optimism Collective,Trusted Seed: REGEN Score,7/12/2023,0x4200000000000000000000000000000000000042,95000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-regen-score/6167
Optimism Collective,Pairwise: Tinder UX for web3 community signaling,7/12/2023,0x4200000000000000000000000000000000000042,95000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,pairwise,,https://gov.optimism.io/t/final-pairwise-tinder-ux-for-web3-community-signaling/6142
Optimism Collective,Velodrome: Spread Awareness Through Direct Outreach and Onboarding,7/12/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 13 - Intent 3,4,request,growth,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-spread-awareness-through-direct-outreach-and-onboarding/6180
Optimism Collective,Praise: Improving Governance Accessibility through Contribution Based Attestations,7/12/2023,0x4200000000000000000000000000000000000042,112000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-improving-governance-accessibility-through-praise-and-contribution-based-attestations/6150
Optimism Collective,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,7/12/2023,0x4200000000000000000000000000000000000042,140000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141
Optimism Collective,Velodrome: Fostering Inclusive Governance through Leading Optimism Builders and Long-term Users,7/12/2023,0x4200000000000000000000000000000000000042,350000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-fostering-inclusive-governance-through-leading-optimism-builders-and-long-term-users/6186
Optimism Collective,Velodrome: Fostering Inclusive Governance through Leading Optimism Builders and Long-term Users,7/12/2023,0x4200000000000000000000000000000000000042,650000,Season 4 - Cycle 13 - Intent 4,4,request,growth,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-fostering-inclusive-governance-through-leading-optimism-builders-and-long-term-users/6186
Optimism Collective,Tally: Superchain Governance Deep Dive,7/12/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-superchain-governance-deep-dive/5920
Optimism Collective,OP Labs: TechNERD program,7/12/2023,0x4200000000000000000000000000000000000042,21000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-technerd-program/6087
Optimism Collective,Thank Optimism: powered by ThriveCoin,7/12/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-thank-optimism-powered-by-thrivecoin/6104
Optimism Collective,"Web3xplorer: A curated web platform to discover useful web3 apps, resources and tools",7/12/2023,0x4200000000000000000000000000000000000042,18000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-web3xplorer-a-curated-web-platform-to-discover-useful-web3-apps-resources-and-tools/6143
Optimism Collective,Governance Analytics Dashboard,7/12/2023,0x4200000000000000000000000000000000000042,24500,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-op-governance-analytics-dashboard/6171
Optimism Collective,OP Labs: numbaNERD Program,7/12/2023,0x4200000000000000000000000000000000000042,75000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-numbanerd-program/6086
Optimism Collective,0xSplits,3/1/2023,0x4200000000000000000000000000000000000042,52154,RetroPGF,2,retroactive,growth,claim,optimism,splits,,
Optimism Collective,Splits,1/1/2024,0x4200000000000000000000000000000000000042,92167.83,RetroPGF,3,retroactive,growth,vesting,optimism,splits,,
Optimism Collective,Across Protocol,1/1/2024,0x4200000000000000000000000000000000000042,38223.26,RetroPGF,3,retroactive,growth,vesting,optimism,across,,
Optimism Collective,Across Protocol,3/1/2023,0x4200000000000000000000000000000000000042,15039,RetroPGF,2,retroactive,growth,claim,optimism,across,,
Optimism Collective,ACryptoS,1/1/2024,0x4200000000000000000000000000000000000042,0,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,Another World,1/1/2024,0x4200000000000000000000000000000000000042,34782.75,RetroPGF,3,retroactive,growth,vesting,optimism,anotherworld,,
Optimism Collective,Ante,3/1/2023,0x4200000000000000000000000000000000000042,12929,RetroPGF,2,retroactive,growth,claim,optimism,,,
Optimism Collective,Bankless DAO,1/1/2024,0x4200000000000000000000000000000000000042,23164.32,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,BanklessDAO Projects,3/1/2023,0x4200000000000000000000000000000000000042,27568,RetroPGF,2,retroactive,growth,claim,optimism,,,
Optimism Collective,Clipper,1/1/2024,0x4200000000000000000000000000000000000042,49689.64,RetroPGF,3,retroactive,growth,vesting,optimism,clipper,,
Optimism Collective,Coordinape,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,coordinape,,
Optimism Collective,Decent.xyz,1/1/2024,0x4200000000000000000000000000000000000042,56637.25,RetroPGF,3,retroactive,growth,vesting,optimism,decent,,
Optimism Collective,DefiLlama,1/1/2024,0x4200000000000000000000000000000000000042,248448.21,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,DefiLlama,3/1/2023,0x4200000000000000000000000000000000000042,171293,RetroPGF,2,retroactive,growth,claim,optimism,,,
Optimism Collective,Flipside Crypto,1/1/2024,0x4200000000000000000000000000000000000042,49689.64,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,Flipside Crypto,3/1/2023,0x4200000000000000000000000000000000000042,40080,RetroPGF,2,retroactive,growth,claim,optimism,,,
Optimism Collective,Galxe,1/1/2024,0x4200000000000000000000000000000000000042,85313.14,RetroPGF,3,retroactive,growth,vesting,optimism,project_galaxy,,
Optimism Collective,Gelato,1/1/2024,0x4200000000000000000000000000000000000042,76445.53,RetroPGF,3,retroactive,growth,vesting,optimism,gelato,,
Optimism Collective,Gelato,3/1/2023,0x4200000000000000000000000000000000000042,17983,RetroPGF,2,retroactive,growth,claim,optimism,gelato,,
Optimism Collective,Geo Web,1/1/2024,0x4200000000000000000000000000000000000042,31801.37,RetroPGF,3,retroactive,growth,vesting,optimism,geoweb,,
Optimism Collective,Gitcoin,1/1/2024,0x4200000000000000000000000000000000000042,176398.23,RetroPGF,3,retroactive,growth,vesting,optimism,"gitcoin, allo_protocol",,
Optimism Collective,Gitcoin,3/1/2023,0x4200000000000000000000000000000000000042,151494,RetroPGF,2,retroactive,growth,claim,optimism,"gitcoin, allo_protocol",,
Optimism Collective,Gitcoin Passport,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,"gitcoin, allo_protocol",,
Optimism Collective,Safe (previously Gnosis Safe),3/1/2023,0x4200000000000000000000000000000000000042,119584,RetroPGF,2,retroactive,growth,claim,optimism,"gnosis_safe,safe",,
Optimism Collective,Hats Protocol,1/1/2024,0x4200000000000000000000000000000000000042,79503.43,RetroPGF,3,retroactive,growth,vesting,optimism,hats_protocol,,
Optimism Collective,Hedgey,1/1/2024,0x4200000000000000000000000000000000000042,55430.78,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,Holograph,1/1/2024,0x4200000000000000000000000000000000000042,79503.43,RetroPGF,3,retroactive,growth,vesting,optimism,"holograph,holograph_factory,holograph_factory_v2, holograph_operator",,
Optimism Collective,Holonym,1/1/2024,0x4200000000000000000000000000000000000042,64596.53,RetroPGF,3,retroactive,growth,vesting,optimism,holonym,,
Optimism Collective,Hop DAO,1/1/2024,0x4200000000000000000000000000000000000042,49689.64,RetroPGF,3,retroactive,growth,vesting,optimism,"hop,hopbridge",,
Optimism Collective,Hop Protocol,3/1/2023,0x4200000000000000000000000000000000000042,38596,RetroPGF,2,retroactive,growth,claim,optimism,"hop,hopbridge",,
Optimism Collective,Hypercerts Foundation,1/1/2024,0x4200000000000000000000000000000000000042,94410.32,RetroPGF,3,retroactive,growth,vesting,optimism,"hypercerts,hypercerts_v0",,
Optimism Collective,Kromatika Finance,1/1/2024,0x4200000000000000000000000000000000000042,24844.82,RetroPGF,3,retroactive,growth,vesting,optimism,"kromatika_arb,kromatikafinance",,
Optimism Collective,Kwenta,1/1/2024,0x4200000000000000000000000000000000000042,99876.18,RetroPGF,3,retroactive,growth,vesting,optimism,kwenta,,
Optimism Collective,Lyra Finance,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,"lyra,layer3_lyra,lyra_avalon,lyra_newport,lyra_v1",,
Optimism Collective,Mirror,1/1/2024,0x4200000000000000000000000000000000000042,138983.92,RetroPGF,3,retroactive,growth,vesting,optimism,mirror,,
Optimism Collective,MUX Protocol,3/1/2023,0x4200000000000000000000000000000000000042,986,RetroPGF,2,retroactive,growth,claim,optimism,mux,,
Optimism Collective,NFTEarth,1/1/2024,0x4200000000000000000000000000000000000042,0,RetroPGF,3,retroactive,growth,vesting,optimism,"nftearth,nftearthoft",,
Optimism Collective,NFTEarth,3/1/2023,0x4200000000000000000000000000000000000042,594,RetroPGF,2,retroactive,growth,claim,optimism,"nftearth,nftearthoft",,
Optimism Collective,Nested,3/1/2023,0x4200000000000000000000000000000000000042,8664,RetroPGF,2,retroactive,growth,claim,optimism,"nested,nested_finance,nested_finance2",,
Optimism Collective,Orbiter Finance,3/1/2023,0x4200000000000000000000000000000000000042,6697,RetroPGF,2,retroactive,growth,claim,optimism,orbiter,,
Optimism Collective,Optimistic Indexer,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,polynomial_protocol,,
Optimism Collective,EIP-5164 / PoolTogether Inc,3/1/2023,0x4200000000000000000000000000000000000042,54551,RetroPGF,2,retroactive,growth,claim,optimism,pooltogether,,
Optimism Collective,Iggy Social - Web3 Social for DAOs,1/1/2024,0x4200000000000000000000000000000000000042,38223.26,RetroPGF,3,retroactive,growth,vesting,optimism,,,
Optimism Collective,Pyth Network,1/1/2024,0x4200000000000000000000000000000000000042,74534.46,RetroPGF,3,retroactive,growth,vesting,optimism,pyth,,
Optimism Collective,RabbitHole,1/1/2024,0x4200000000000000000000000000000000000042,76445.53,RetroPGF,3,retroactive,growth,vesting,optimism,"rabbithole,boost",,
Optimism Collective,Rainbow Wallet,1/1/2024,0x4200000000000000000000000000000000000042,76445.53,RetroPGF,3,retroactive,growth,vesting,optimism,"rainbow_swap_aggregator,rainbow_bridge",,
Optimism Collective,RainbowKit,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,"rainbow_swap_aggregator,rainbow_bridge",,
Optimism Collective,Revert,1/1/2024,0x4200000000000000000000000000000000000042,30479.63,RetroPGF,3,retroactive,growth,vesting,optimism,revert_finance,,
Optimism Collective,Rigoblock,3/1/2023,0x4200000000000000000000000000000000000042,928,RetroPGF,2,retroactive,growth,claim,optimism,,,
Optimism Collective,Flexible Voting,1/1/2024,0x4200000000000000000000000000000000000042,44720.68,RetroPGF,3,retroactive,growth,vesting,optimism,scopelift,,
Optimism Collective,Flexible Voting,3/1/2023,0x4200000000000000000000000000000000000042,19057,RetroPGF,2,retroactive,growth,claim,optimism,scopelift,,
Optimism Collective,Umbra,3/1/2023,0x4200000000000000000000000000000000000042,34178,RetroPGF,2,retroactive,growth,claim,optimism,scopelift,,
Optimism Collective,Socket ,1/1/2024,0x4200000000000000000000000000000000000042,76445.53,RetroPGF,3,retroactive,growth,vesting,optimism,"socket,socket_v2",,
Optimism Collective,Sonne Finance ,1/1/2024,0x4200000000000000000000000000000000000042,81987.91,RetroPGF,3,retroactive,growth,vesting,optimism,"sonne,sonne_finance",,
Optimism Collective,Sushi,1/1/2024,0x4200000000000000000000000000000000000042,99379.28,RetroPGF,3,retroactive,growth,vesting,optimism,sushiswap,,
Optimism Collective,Synapse Labs,1/1/2024,0x4200000000000000000000000000000000000042,24357.86,RetroPGF,3,retroactive,growth,vesting,optimism,"synapse,synapse_fees",,
